id,label,text
8164,1,You can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .
2257,4,Leigh makes these lives count .
6405,3,A bit too derivative to stand on its own as the psychological thriller it purports to be .
3533,4,A gangster movie with the capacity to surprise .
6503,1,The movie is about as humorous as watching your favorite pet get buried alive .
5679,3,It follows the basic plot trajectory of nearly every Schwarzenegger film : Someone crosses Arnie .
8134,3,Veers uncomfortably close to pro-Serb propaganda .
7704,1,"No French people were harmed during the making of this movie , but they were insulted and the audience was put through torture for an hour and a half ."
7144,3,... passable enough for a shoot-out in the o.k. court house of life type of flick .
8982,5,( A ) n utterly charming and hilarious film that reminded me of the best of the Disney comedies from the 60s .
10087,4,There are moments it can be heart-rending in an honest and unaffected ( and gentle ) way .
1875,4,"While most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world ."
2413,5,"The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations ."
10533,5,A refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary American film .
1760,4,"While the humor is recognizably Plympton , he has actually bothered to construct a real story this time ."
8151,2,"The film , like Jimmy 's routines , could use a few good laughs ."
6072,2,Good-looking but relentlessly lowbrow outing plays like Clueless Does South Fork .
8202,2,Director Tom Shadyac and star Kevin Costner glumly mishandle the story 's promising premise of a physician who needs to heal himself .
3025,5,The slam-bang superheroics are kinetic enough to engross even the most antsy youngsters .
5532,2,The corpse count ultimately overrides what little we learn along the way about vicarious redemption .
11825,2,"If this dud had been made in the '70s , it would have been called The Hills Have Antlers and played for about three weeks in drive-ins ."
7026,2,"High Crimes carries almost no organic intrigue as a government / Marine/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue ."
177,4,The Pianist is the film Roman Polanski may have been born to make .
10874,1,It 's just incredibly dull .
6539,1,"Aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships ."
1844,4,"A pleasing , often-funny comedy ."
4881,2,"This tale has been told and retold ; the races and rackets change , but the song remains the same ."
11022,1,But this costly dud is a far cry from either the book or the beloved film .
2516,4,"With so many bad romances out there , this is the kind of movie that deserves a chance to shine ."
6775,1,"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '"
1773,5,"If you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this Oscar-nominated documentary takes you there ."
1131,4,An average kid-empowerment fantasy with slightly above-average brains .
1194,4,A haunting tale of murder and mayhem .
4960,3,The film thrusts the inchoate but already eldritch Christian Right propaganda machine into national media circles .
5954,2,"Some movies were made for the big screen , some for the small screen , and some , like Ballistic : Ecks vs. Sever , were made for the palm screen ."
6739,1,"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand ."
1097,3,"( The digital effects ) reminded me of Terry Gilliam 's rudimentary old Monty Python cartoons , in which he would cut out figures from drawings and photographs and paste them together ."
7361,1,"I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere ."
2755,3,The biggest problem with this movie is that it 's not nearly long enough .
42,5,"Much of it comes from the brave , uninhibited performances by its lead actors ."
8010,3,A preposterously melodramatic paean to gang-member teens in Brooklyn circa 1958 .
8337,5,One-of-a-kind near-masterpiece .
10812,3,Chao was Chen Kaige 's assistant for years in China .
2671,4,"I admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for Vincent 's complaint ."
8363,5,Morvern rocks .
10,4,`` Extreme Ops '' exceeds expectations .
4481,4,Gets better after Foster leaves that little room .
1354,4,Can be viewed as pure composition and form -- film as music
7797,3,"While Hoffman 's performance is great , the subject matter goes nowhere ."
4018,3,One of ( Jaglom 's ) better efforts -- a wry and sometime bitter movie about love .
8066,2,... a rather bland affair .
4979,3,... tackling a low-budget movie in which inexperienced children play the two main characters might not be the best way to cut your teeth in the film industry .
7977,2,... better described as a ghost story gone badly awry .
4834,1,"Some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares ."
10379,5,"Hilarious , touching and wonderfully dyspeptic ."
6367,2,"It 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue ."
3006,4,"... a great , participatory spectator sport . '"
11772,2,"Involving at times , but lapses quite casually into the absurd ."
2301,5,Takes a simple premise and carries it to unexpected heights .
1015,4,"Combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched ."
10858,1,I hated every minute of it .
10684,1,It took 19 predecessors to get THIS ?
1687,4,This film can only point the way -- but thank goodness for this signpost .
9087,4,"There is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine ."
6692,2,Overall tomfoolery like this is a matter of taste .
3556,4,Poignant if familiar story of a young person suspended between two cultures .
4182,3,"Directors John Musker and Ron Clements , the team behind The Little Mermaid , have produced sparkling retina candy , but they are n't able to muster a lot of emotional resonance in the cold vacuum of space ."
8890,4,A painfully funny ode to bad behavior .
4087,5,"Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls '' and last year 's `` Rollerball . ''"
11024,2,Mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor .
3635,4,Both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .
6433,2,"There 's a persistent theatrical sentiment and a woozy quality to the manner of the storytelling , which undercuts the devastatingly telling impact of utter loss personified in the film 's simple title ."
2196,4,"Blessed with two fine , nuanced lead performances ."
1325,3,"Your response to its new sequel , Analyze That , may hinge on what you thought of the first film ."
479,4,Mr. Spielberg and his company just want you to enjoy yourselves without feeling conned .
6857,2,"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span ."
4078,2,Unfortunately the story and the actors are served with a hack script .
5636,2,"They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid ."
5208,2,I 'm not exactly sure what this movie thinks it is about .
7946,3,"It 's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up ."
2584,4,Sayles has an eye for the ways people of different ethnicities talk to and about others outside the group .
1493,4,"It 's mildly entertaining , especially if you find comfort in familiarity ."
2467,3,His scenes are short and often unexpected .
1985,3,"The members manage to pronounce KOK exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible ."
9666,5,Offers a breath of the fresh air of true sophistication .
4211,3,"As spent screen series go , Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink ."
3440,5,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .
3637,4,Director Roger Kumble offers just enough sweet and traditional romantic comedy to counter the crudity .
4801,2,"Too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot ."
8382,4,Good-naturedly cornball sequel .
11760,2,The problem with this film is that it 's forced to make its characters idiots in order to advance the plot .
8340,2,Feral and uncomfortable .
6751,2,The movie is about as deep as that sentiment .
423,4,The director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of Truffaut .
214,3,"... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , Lifetime Channel-style anthology ."
323,5,The Pianist is Polanski 's best film .
11319,3,Or Tom Green as Han Solo ?
9239,2,Holden Caulfield did it better .
7841,3,Entertainment more disposable than Hanna-Barbera 's half-hour cartoons ever were .
3396,4,Features Fincher 's characteristically startling visual style and an almost palpable sense of intensity .
957,4,"A bit of a downer and a little over-dramatic at times , but this is a beautiful film for people who like their romances to have that French realism ."
1496,3,"As home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , I 'd rather listen to old Tori Amos records ."
5245,1,This is the kind of movie that gets a quick release before real contenders arrive in September .
10089,5,There are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory .
5199,2,Not once does it come close to being exciting .
1519,5,Topics that could make a sailor blush - but lots of laughs .
7389,1,"Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience ."
2874,4,Somehow Ms. Griffiths and Mr. Pryce bring off this wild Welsh whimsy .
2720,4,"( Gulpilil ) is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass ."
5572,2,It 's just hard to believe that a life like this can sound so dull .
4821,2,Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .
3239,4,"Though its story is only surface deep , the visuals and enveloping sounds of Blue Crush make this surprisingly decent flick worth a summertime look-see ."
7717,1,An unfortunate title for a film that has nothing endearing about it .
4854,2,An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .
9987,4,"This is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak ."
11006,3,Director Clare Kilner 's debut is never as daft as it should have been .
1920,4,"But once the falcon arrives in the skies above Manhattan , the adventure is on red alert ."
1938,4,"The charm of Revolution OS is rather the way it introduces you to new , fervently held ideas and fanciful thinkers ."
8330,4,Psychologically savvy .
949,3,"The movie ultimately relies a bit too heavily on grandstanding , emotional , Rocky-like moments ... but it 's such a warm and charming package that you 'll feel too happy to argue much ."
5571,3,"... generically , forgettably pleasant from start to finish ."
6485,1,You 'll cry for your money back .
10947,1,"The film would work much better as a video installation in a museum , where viewers would be free to leave ."
6310,1,"The satire is unfocused , while the story goes nowhere ."
3173,3,"At its best when the guarded , resentful Betty and the manipulative yet needy Margot are front and center ."
9857,4,An unabashedly schmaltzy and thoroughly enjoyable true story .
4244,2,Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .
987,4,"A chronicle not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department ."
8427,2,Bad company .
10542,4,Sits uneasily as a horror picture ... but finds surprising depth in its look at the binds of a small family .
3231,5,"Assured , vital and well wrought , the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan ."
6762,2,"... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school ."
7563,4,more precious than perspicacious
10230,4,"It 's rather like a Lifetime special -- pleasant , sweet and forgettable ."
941,4,"Although Olivier Assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two ."
7101,3,"Smug , artificial , ill-constructed and fatally overlong ... it never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera ."
768,5,"Think of it as Gidget , only with muscles and a lot more smarts , but just as endearing and easy to watch ."
3800,3,"Made-Up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on America 's skin-deep notions of pulchritude ."
1937,5,"If you 're not deeply touched by this movie , check your pulse ."
5824,3,A Lifetime movie about men .
3364,4,"... a solid , unassuming drama ."
6949,2,"Nevertheless , it still seems endless ."
113,4,The extent to which it succeeds is impressive .
1989,3,A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .
1176,2,I do n't think most of the people who loved the 1989 Paradiso will prefer this new version .
3123,3,"Tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of Yasujiro Ozu ."
5528,2,It 's not as awful as some of the recent Hollywood trip tripe ... but it 's far from a groundbreaking endeavor .
8353,3,"Lavishly , exhilaratingly tasteless ."
6469,2,"The problem with the mayhem in Formula 51 is not that it 's offensive , but that it 's boring ."
6392,3,"Every five minutes or so , someone gets clocked ."
5563,2,He 's not good with people .
3215,4,"This rich , bittersweet Israeli documentary , about the life of song-and-dance-man Pasach ` ke Burstein and his family , transcends ethnic lines ."
1940,5,Offers the flash of rock videos fused with solid performances and eerie atmosphere .
1982,5,Many a parent and their teen ( or preteen ) kid could bond while watching A Walk To Remember .
2640,4,"May take its sweet time to get wherever it 's going , but if you have the patience for it , you wo n't feel like it 's wasted yours ."
6346,1,"A film of empty , fetishistic violence in which murder is casual and fun ."
6058,3,"Some are fascinating and others are not , and in the end , it is almost a good movie ."
10959,2,"The film might have been more satisfying if it had , in fact , been fleshed out a little more instead of going for easy smiles ."
28,4,They are what makes it worth the trip to the theatre .
8536,3,Bearable .
4041,5,"Lan Yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery ."
784,4,"There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why ."
4634,3,"Possession is in the end an honorable , interesting failure ."
2597,1,"Many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and I do n't think that A.C. will help this movie one bit ."
1734,3,"With Freeman and Judd , I 'll at least remember their characters ."
11179,2,Director Dirk Shafer and co-writer Greg Hinton ride the dubious divide where gay porn reaches for serious drama .
6987,2,"The problem , amazingly enough , is the screenplay ."
294,3,"A fine film , but it would be a lot better if it stuck to Betty Fisher and left out the other stories ."
2106,5,( Westbrook ) makes a wonderful subject for the camera .
2,5,The gorgeously elaborate continuation of `` The Lord of the Rings '' trilogy is so huge that a column of words can not adequately describe co-writer/director Peter Jackson 's expanded vision of J.R.R. Tolkien 's Middle-earth .
9763,5,"s personal revelations regarding what the shop means in the big picture , iconic characters gambol fluidly through the story , with charming results ."
3789,3,"The movie worked for me right up to the final scene , and then it caved in ."
5452,3,"I highly recommend Irwin , but not in the way this film showcases him ."
6086,3,They should have found Orson Welles ' great-grandson .
7168,1,The most surprising thing about this film is that they are actually releasing it into theaters .
11037,1,A dreadful live-action movie .
9440,1,"Nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle ."
579,4,"It 's the perfect star vehicle for Grant , allowing him to finally move away from his usual bumbling , tongue-tied screen persona ."
1807,5,A rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd .
9485,2,just not campy enough
1609,5,... a series of tales told with the intricate preciseness of the best short story writing .
6451,2,Why would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?
6023,2,"A small fortune in salaries and stunt cars might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours ( and , for that matter , Shrek ) ."
960,3,"Going to this movie is a little like chewing whale blubber - it 's an acquired taste that takes time to enjoy , but it 's worth it , even if it does take 3 hours to get through ."
6795,2,"When the casting call for this movie went out , it must have read ` seeking anyone with acting ambition but no sense of pride or shame . '"
8914,4,"Though only 60 minutes long , the film is packed with information and impressions ."
7247,1,"Certain to be distasteful to children and adults alike , Eight Crazy Nights is a total misfire ."
2969,4,"A perceptive , good-natured movie ."
